CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14251,1,78,2879.7000000000003,5,4,5,545
14256,259,53,969.06,1,3,4,134
14257,63,106,3099.7200000000003,3,4,5,345
14258,8,111,12669.98,5,4,5,545
14259,141,5,119.99999999999999,2,1,1,211
14261,50,52,1163.45,3,3,4,334
14262,7,143,2618.23,5,5,5,555
14264,154,17,333.97,2,2,2,222
14265,108,31,530.18,2,3,3,233
14267,162,55,1516.24,2,3,4,234
14270,331,29,492.65,1,2,3,123
14271,225,10,112.32,1,1,1,111
14272,73,33,437.96,2,3,2,232
14273,50,29,559.97,3,2,3,323
14276,98,64,1119.74,2,4,4,244
14277,14,222,4188.0,4,5,5,455
14280,196,8,134.04,1,1,1,111
14282,2,154,3701.44,5,5,5,555
14284,30,32,595.25,4,3,3,433
14285,20,27,1910.01,4,2,4,424
14286,23,280,4628.75,4,5,5,455
14287,7,9,176.63,5,1,1,511
14288,212,16,426.6,1,2,2,122
14289,8,47,911.26,5,3,3,533
14290,10,101,2314.65,5,4,5,545
14291,1,237,3883.25,5,5,5,555
14292,7,100,4871.93,5,4,5,545
14293,2,61,1046.56,5,4,4,544
14295,39,5,166.20000000000002,3,1,1,311
14297,17,62,1305.33,4,4,4,444
14298,7,1637,51527.3,5,5,5,555
14299,7,143,3965.62,5,5,5,555
14300,18,3,43.2,4,1,1,411
14301,116,13,640.14,2,1,3,213
14304,222,17,383.45000000000005,1,2,2,122
14305,70,105,1858.96,3,4,4,344
14306,50,33,2093.32,3,3,5,335
14307,88,180,2995.72,2,5,5,255
14309,7,117,2352.53,5,4,5,545
14311,242,20,310.26,1,2,2,122
14312,46,87,1611.59,3,4,4,344
14314,106,8,120.0,2,1,1,211
14315,44,101,2481.13,3,4,5,345
14317,64,24,508.58,3,2,3,323
14320,206,31,477.79,1,3,2,132
14321,10,123,1530.75,5,5,4,554
14323,114,36,605.0600000000001,2,3,3,233
14326,241,8,183.85,1,1,1,111
14327,162,12,311.65,2,1,2,212
14329,16,258,4975.24,4,5,5,455
14331,123,28,462.65999999999997,2,2,2,222
14332,22,25,840.21,4,2,3,423
14333,67,15,415.2,3,2,2,322
14334,16,162,2552.21,4,5,5,455
14335,15,60,454.86,4,4,2,442
14336,16,90,1614.91,4,4,4,444
14338,160,31,588.22,2,3,3,233
14339,242,14,309.52,1,1,2,112
14340,218,6,134.70000000000002,1,1,1,111
14341,44,128,2166.98,3,5,5,355
14342,20,21,668.5600000000001,4,2,3,423
14344,126,71,889.9300000000001,2,4,3,243
14345,38,6,108.97999999999999,3,1,1,311
14346,120,60,1021.58,2,4,4,244
14348,259,18,409.57,1,2,2,122
14349,9,31,133.5,5,3,1,531
14350,273,18,282.93,1,2,2,122
14351,164,1,51.0,2,1,1,211
14352,156,47,1078.96,2,3,4,234
14353,214,6,90.6,1,1,1,111
14354,5,9,163.62,5,1,1,511
14355,365,11,174.4,1,1,1,111
14356,79,33,701.23,2,3,3,233
14357,42,40,225.12,3,3,1,331
14359,18,55,912.18,4,3,3,433
14360,31,117,2118.03,4,4,5,445
14362,21,37,151.5,4,3,1,431
14364,108,69,3717.35,2,4,5,245
14367,7,521,9227.82,5,5,5,555
14368,319,8,155.0,1,1,1,111
14371,294,4,100.5,1,1,1,111
14373,357,4,76.55,1,1,1,111
14375,184,66,235.56,1,4,1,141
14377,190,11,617.05,1,1,3,113
14379,43,46,348.1,3,3,2,332
14381,51,56,202.68,3,3,1,331
14382,25,126,615.49,4,5,3,453
14383,37,59,1247.69,3,4,4,344
14385,8,14,202.10999999999999,5,1,1,511
14386,296,7,142.4,1,1,1,111
14387,32,139,1727.6,4,5,4,454
14388,9,186,3212.84,5,5,5,555
14389,64,45,1043.46,3,3,4,334
14390,9,284,4642.57,5,5,5,555
14393,217,5,67.95,1,1,1,111
14395,1,348,3479.91,5,5,5,555
14396,64,73,487.99,3,4,3,343
14397,2,87,2612.96,5,4,5,545
14400,148,25,574.7,2,2,3,223
14401,3,182,4051.48,5,5,5,555
14403,129,20,1475.81,2,2,4,224
14404,33,100,1449.32,3,4,4,344
14406,118,8,156.75,2,1,1,211
14407,106,73,2157.73,2,4,5,245
14408,10,106,2599.03,5,4,5,545
14409,70,54,2059.45,3,3,5,335
14410,91,189,1100.27,2,5,4,254
14411,310,14,1063.0,1,1,4,114
14412,42,43,770.03,3,3,3,333
14413,361,22,121.05,1,2,1,121
14414,91,97,1496.98,2,4,4,244
14415,0,579,5855.57,5,5,5,555
14416,21,14,490.22,4,1,3,413
14418,3,124,1937.25,5,5,4,554
14419,10,202,1051.79,5,5,4,554
14420,98,29,387.52,2,2,2,222
14421,56,27,813.11,3,2,3,323
14422,0,222,4263.64,5,5,5,555
14423,217,3,265.2,1,1,2,112
14424,17,1,322.08,4,1,2,412
14426,23,224,4481.67,4,5,5,455
14427,49,17,363.34000000000003,3,2,2,322
14428,6,137,1224.06,5,5,4,554
14431,302,17,470.36,1,2,2,122
14432,9,377,2248.5,5,5,5,555
14434,21,12,1372.8,4,1,4,414
14436,98,9,89.06,2,1,1,211
14437,365,5,63.0,1,1,1,111
14438,305,9,131.9,1,1,1,111
14439,319,32,2661.24,1,3,5,135
14440,7,55,2357.6800000000003,5,3,5,535
14441,0,51,1712.89,5,3,4,534
14442,204,63,1589.82,1,4,4,144
14443,53,93,1420.2,3,4,4,344
14446,0,277,1010.35,5,5,4,554
14447,18,70,1163.23,4,4,4,444
14448,8,20,375.35,5,2,2,522
14449,18,250,885.8,4,5,3,453
14450,180,40,483.25,1,3,2,132
14451,59,105,643.9,3,4,3,343
14452,10,60,259.05,5,4,2,542
14453,189,22,119.93,1,2,1,121
14456,4,947,3017.28,5,5,5,555
14457,310,4,113.64,1,1,1,111
14459,154,37,1837.92,2,3,4,234
14460,109,16,434.34,2,2,2,222
14461,147,180,2103.06,2,5,5,255
14462,65,233,1980.57,3,5,4,354
14463,97,6,529.62,2,1,3,213
14465,246,123,1038.44,1,5,4,154
14466,28,72,2272.4,4,4,5,445
14467,17,89,596.26,4,4,3,443
14470,11,43,461.19,5,3,2,532
14472,103,265,1852.67,2,5,4,254
14473,73,7,234.34,2,1,1,211
14474,45,29,547.66,3,2,3,323
14475,71,42,925.85,3,3,3,333
14476,256,17,193.0,1,2,1,121
14477,19,10,1309.6,4,1,4,414
14479,253,18,316.25,1,2,2,122
14480,10,13,279.05,5,1,2,512
14481,164,30,636.51,2,3,3,233
14482,17,137,2022.81,4,5,4,454
14483,281,9,137.1,1,1,1,111
14484,49,14,321.92,3,1,2,312
14485,38,46,162.8,3,3,1,331
14487,26,140,1165.48,4,5,4,454
14488,67,46,1064.28,3,3,4,334
14489,206,30,463.38,1,3,2,132
14491,174,17,340.93,2,2,2,222
14493,6,120,2383.2400000000002,5,4,5,545
14494,25,7,139.56,4,1,1,411
14495,50,6,123.80000000000001,3,1,1,311
14496,311,19,538.8100000000001,1,2,3,123
14497,308,29,475.37,1,2,2,122
14498,42,193,1957.32,3,5,4,354
14499,25,190,808.4399999999999,4,5,3,453
14500,87,7,356.85,2,1,2,212
14501,183,10,251.21,1,1,2,112
14502,19,608,2429.83,4,5,5,455
14503,2,164,3543.26,5,5,5,555
14504,46,107,673.26,3,4,3,343
14505,16,785,5859.43,4,5,5,455
14506,16,295,1960.65,4,5,4,454
14507,23,95,1367.88,4,4,4,444
14508,21,55,268.05,4,3,2,432
14511,10,68,1314.81,5,4,4,544
14512,187,23,275.28,1,2,2,122
14513,100,12,455.59000000000003,2,1,2,212
14514,60,69,990.2,3,4,4,344
14515,17,98,2076.89,4,4,5,445
14517,32,18,330.45,4,2,2,422
14518,63,16,174.37,3,2,1,321
14520,1,4,270.6,5,1,2,512
14522,23,17,974.54,4,2,4,424
14523,107,12,241.09000000000003,2,1,1,211
14524,31,197,1843.83,4,5,4,454
14525,19,282,4215.9,4,5,5,455
14527,2,971,8507.13,5,5,5,555
14528,36,18,364.21999999999997,3,2,2,322
14529,59,213,578.61,3,5,3,353
14530,25,213,2862.11,4,5,5,455
14532,235,64,932.85,1,4,3,143
14533,24,62,1949.72,4,4,4,444
14534,2,508,4397.3,5,5,5,555
14535,59,328,2854.84,3,5,5,355
14536,259,18,170.95,1,2,1,121
14537,57,10,355.56,3,1,2,312
14538,64,19,388.25,3,2,2,322
14539,15,32,537.48,4,3,3,433
14540,9,71,952.66,5,4,4,544
14541,58,105,1453.3500000000001,3,4,4,344
14542,185,5,103.25,1,1,1,111
14543,28,71,3599.73,4,4,5,445
14544,23,111,2004.3,4,4,4,444
14546,4,397,2573.93,5,5,5,555
14547,3,355,3974.75,5,5,5,555
14548,150,4,652.8,2,1,3,213
14549,310,56,289.24,1,3,2,132
14550,10,47,757.37,5,3,3,533
14551,17,10,186.23,4,1,1,411
14552,151,57,164.22,2,3,1,231
14553,18,113,859.27,4,4,3,443
14554,9,203,2279.4900000000002,5,5,5,555
14555,56,19,312.54,3,2,2,322
14557,84,16,788.38,2,2,3,223
14560,6,74,2237.77,5,4,5,545
14561,75,69,1080.76,2,4,4,244
14562,3,419,5006.77,5,5,5,555
14565,95,127,3099.1200000000003,2,5,5,255
14566,110,4,1432.0,2,1,4,214
14567,56,33,1530.3600000000001,3,3,4,334
14569,0,12,227.39,5,1,1,511
14570,280,29,218.06,1,2,1,121
14572,2,262,2804.54,5,5,5,555
14573,179,227,1639.82,1,5,4,154
14576,371,1,35.40000000000001,1,1,1,111
14577,12,123,859.71,5,5,3,553
14578,2,24,168.63,5,2,1,521
14581,16,17,138.6,4,2,1,421
14582,40,6,114.11000000000001,3,1,1,311
14583,5,302,986.96,5,5,4,554
14584,168,98,1033.06,2,4,4,244
14585,49,29,157.05,3,2,1,321
14586,276,19,237.35999999999999,1,2,1,121
14587,18,371,1580.29,4,5,4,454
14589,371,3,39.75,1,1,1,111
14591,14,176,1320.21,4,5,4,454
14592,34,158,557.94,3,5,3,353
14593,21,151,617.15,4,5,3,453
14594,6,52,363.33,5,3,2,532
14595,19,102,1740.6000000000001,4,4,4,444
14597,10,47,866.24,5,3,3,533
14598,43,50,221.97,3,3,1,331
14600,305,25,393.33,1,2,2,122
14601,10,7,213.96,5,1,1,511
14603,274,2,659.9999999999999,1,1,3,113
14606,0,2677,12076.15,5,5,5,555
14607,15,81,16209.5,4,4,5,445
14608,3,20,1785.15,5,2,4,524
14609,71,4,601.56,3,1,3,313
14616,242,3,406.08000000000004,1,1,2,112
14618,8,16,553.44,5,2,3,523
14619,245,20,394.44,1,2,2,122
14620,205,26,412.78,1,2,2,122
14621,0,92,1788.3600000000001,5,4,4,544
14622,184,21,320.58,1,2,2,122
14623,31,133,886.7,4,5,3,453
14624,56,13,225.85,3,1,1,311
14625,195,53,899.63,1,3,3,133
14626,23,122,2791.27,4,5,5,455
14628,90,24,671.96,2,2,3,223
14629,3,150,955.26,5,5,4,554
14631,50,41,1006.98,3,3,4,334
14632,262,8,114.56,1,1,1,111
14633,265,20,344.9,1,2,2,122
14636,35,28,609.85,3,2,3,323
14638,50,16,443.6,3,2,2,322
14639,51,172,2984.49,3,5,5,355
14640,23,105,2107.38,4,4,5,445
14641,21,7,110.45999999999998,4,1,1,411
14642,58,2,96.12,3,1,1,311
14643,169,31,693.81,2,3,3,233
14644,67,26,830.76,3,2,3,323
14645,156,30,597.09,2,3,3,233
14646,1,2076,280206.02,5,5,5,555
14647,200,28,236.04000000000002,1,2,1,121
14649,4,186,1402.59,5,5,4,554
14651,66,101,653.75,3,4,3,343
14652,76,29,114.18,2,2,1,221
14653,0,234,1926.65,5,5,4,554
14655,7,49,1932.23,5,3,4,534
14656,168,80,291.05,2,4,2,242
14657,17,126,848.22,4,5,3,453
14658,4,29,247.15,5,2,1,521
14659,8,253,2529.93,5,5,5,555
14660,86,30,285.74,2,3,2,232
14661,26,4,107.95,4,1,1,411
14662,28,157,741.37,4,5,3,453
14664,19,98,636.24,4,4,3,443
14665,60,90,1835.7,3,4,4,344
14666,23,14,195.25,4,1,1,411
14667,10,567,9175.04,5,5,5,555
14669,241,166,1259.24,1,5,4,154
14670,279,123,392.86,1,5,2,152
14672,234,61,765.55,1,4,3,143
14673,2,74,1736.4,5,4,4,544
14675,15,97,596.36,4,4,3,443
14676,30,42,2548.2400000000002,4,3,5,435
14680,24,258,28754.11,4,5,5,455
14681,70,7,498.95,3,1,3,313
14682,187,2,52.0,1,1,1,111
14684,25,390,1201.51,4,5,4,454
14687,106,15,628.38,2,2,3,223
14688,7,324,5579.1,5,5,5,555
14689,208,13,112.8,1,1,1,111
14690,43,48,355.05,3,3,2,332
14691,30,71,2114.33,4,4,5,445
14692,136,68,591.55,2,4,3,243
14693,264,8,172.9,1,1,1,111
14696,3,130,2078.95,5,5,5,555
14697,217,22,188.61,1,2,1,121
14698,1,200,1217.27,5,5,4,554
14699,213,8,109.13000000000001,1,1,1,111
14700,31,112,2195.1,4,4,5,445
14701,10,327,2526.09,5,5,5,555
14702,0,342,3251.79,5,5,5,555
14703,14,22,318.17,4,2,2,422
14704,10,393,1493.96,5,5,4,554
14705,198,1,179.0,1,1,1,111
14708,2,28,1126.3700000000001,5,2,4,524
14709,14,196,4921.04,4,5,5,455
14710,13,136,599.48,4,5,3,453
14711,9,345,2839.62,5,5,5,555
14712,28,25,917.07,4,2,3,423
14713,8,338,2662.2,5,5,5,555
14714,23,10,160.19,4,1,1,411
14715,24,71,867.38,4,4,3,443
14716,42,51,307.51,3,3,2,332
14719,1,235,1581.84,5,5,4,554
14720,5,37,663.81,5,3,3,533
14722,146,28,180.42,2,2,1,221
14723,9,259,1122.3600000000001,5,5,4,554
14725,24,47,655.58,4,3,3,433
14727,273,10,268.58,1,1,2,112
14729,373,71,313.49,1,4,2,142
14730,0,462,1897.57,5,5,4,554
14731,46,45,380.02,3,3,2,332
14732,7,147,2702.49,5,5,5,555
14733,15,202,9585.91,4,5,5,455
14735,3,194,6065.6900000000005,5,5,5,555
14737,3,17,1164.55,5,2,4,524
14738,42,54,1314.45,3,3,4,334
14739,3,60,3902.28,5,4,5,545
14740,196,89,1448.21,1,4,4,144
14741,11,59,1400.3400000000001,5,4,4,544
14744,15,26,1099.98,4,2,4,424
14745,112,69,1220.26,2,4,4,244
14747,248,18,328.2,1,2,2,122
14748,28,89,1415.75,4,4,4,444
14752,43,5,389.64,3,1,2,312
14753,86,30,563.15,2,3,3,233
14754,44,41,638.05,3,3,3,333
14755,9,235,5010.28,5,5,5,555
14756,14,38,738.96,4,3,3,433
14757,74,19,420.5,2,2,2,222
14758,144,71,1484.06,2,4,4,244
14759,4,102,1625.97,5,4,4,544
14760,296,5,89.2,1,1,1,111
14761,58,11,255.9,3,1,2,312
14762,263,21,300.52,1,2,2,122
14764,46,6,278.3,3,1,2,312
14765,28,39,254.11,4,3,2,432
14766,7,135,2473.37,5,5,5,555
14768,16,5,192.60000000000002,4,1,1,411
14769,2,1062,10416.98,5,5,5,555
14770,231,52,876.42,1,3,3,133
14772,111,9,139.26,2,1,1,211
14775,57,60,1011.9,3,4,4,344
14776,50,117,2538.2999999999997,3,4,5,345
14778,126,35,730.86,2,3,3,233
14779,280,41,386.15,1,3,2,132
14780,54,27,447.68,3,2,2,322
14782,319,6,200.10000000000002,1,1,1,111
14784,25,15,289.99,4,2,2,422
14785,9,3,77.4,5,1,1,511
14788,6,30,679.44,5,3,3,533
14789,28,6,197.64000000000001,4,1,1,411
14790,16,46,745.06,4,3,3,433
14792,63,2,6.2,3,1,1,311
14793,20,14,228.99,4,1,1,411
14794,2,80,1319.91,5,4,4,544
14795,165,6,131.45000000000002,2,1,1,211
14796,0,1132,7975.49,5,5,5,555
14798,52,12,173.74,3,1,1,311
14799,50,13,157.7,3,1,1,311
14800,47,383,4331.79,3,5,5,355
14801,60,57,189.34,3,3,1,331
14803,161,44,845.5500000000001,2,3,3,233
14804,8,12,353.27,5,1,2,512
14805,14,46,546.4,4,3,3,433
14806,74,11,193.39,2,1,1,211
14808,39,231,2718.6,3,5,5,355
14810,40,254,2085.33,3,5,5,355
14813,369,29,152.88,1,2,1,121
14815,36,53,778.5,3,3,3,333
14816,196,4,271.85,1,1,2,112
14817,199,63,1110.34,1,4,4,144
14818,73,48,657.8,2,3,3,233
14819,63,13,272.07,3,1,2,312
14820,20,29,507.29,4,2,3,423
14821,366,2,48.8,1,1,1,111
14823,179,70,321.43,1,4,2,142
14824,9,29,1127.71,5,2,4,524
14825,3,120,2221.01,5,4,5,545
14828,196,17,2139.76,1,2,5,125
14829,28,42,697.55,4,3,3,433
14830,52,39,188.88,3,3,1,331
14834,17,67,1720.3,4,4,4,444
14836,9,6,102.45,5,1,1,511
14837,89,108,1649.5,2,4,4,244
14840,267,4,62.85,1,1,1,111
14841,52,138,3295.76,3,5,5,355
14842,43,145,2824.69,3,5,5,355
14844,63,130,3189.81,3,5,5,355
14847,148,13,309.4,2,1,2,212
14849,21,388,7930.54,4,5,5,455
14850,311,21,325.75,1,2,2,122
14851,22,28,511.35,4,2,3,423
14852,57,143,2836.69,3,5,5,355
14853,23,9,475.8,4,1,2,412
14854,77,126,2740.03,2,5,5,255
14855,118,20,645.65,2,2,3,223
14856,35,65,1290.53,3,4,4,344
14857,59,60,1173.1200000000001,3,4,4,344
14859,12,58,1353.74,5,4,4,544
14860,18,11,170.32,4,1,1,411
14861,51,6,125.79,3,1,1,311
14862,25,48,841.2,4,3,3,433
14863,28,11,266.76,4,1,2,412
14865,6,4,52.2,5,1,1,511
14866,10,99,14389.9,5,4,5,545
14867,185,36,710.28,1,3,3,133
14868,2,144,2953.59,5,5,5,555
14869,8,70,721.45,5,4,3,543
14870,261,13,327.25,1,1,2,112
14871,2,93,501.28000000000003,5,4,3,543
14873,209,28,519.68,1,2,3,123
14875,107,47,1465.32,2,3,4,234
14878,12,122,1476.09,5,5,4,554
14880,76,46,690.59,2,3,3,233
14881,19,17,255.4,4,2,2,422
14882,26,11,589.7,4,1,3,413
14883,18,53,761.59,4,3,3,433
14885,131,15,765.3199999999999,2,2,3,223
14886,252,18,364.8,1,2,2,122
14887,78,6,1862.0,2,1,4,214
14888,206,20,369.2,1,2,2,122
14889,335,10,135.9,1,1,1,111
14890,253,7,125.65,1,1,1,111
14891,147,33,554.38,2,3,3,233
14893,9,73,1237.85,5,4,4,544
14894,84,23,655.75,2,2,3,223
14895,7,498,11138.710000000001,5,5,5,555
14896,204,43,468.77,1,3,2,132
14897,7,55,1366.38,5,3,4,534
14898,22,109,1269.31,4,4,4,444
14901,10,96,1421.29,5,4,4,544
14902,25,20,332.66,4,2,2,422
14903,20,350,2795.33,4,5,5,455
14904,1,69,1025.44,5,4,4,544
14905,157,17,616.15,2,2,3,223
14907,2,165,3501.1,5,5,5,555
14908,73,9,277.8,2,1,2,212
14910,2,30,434.35,5,3,2,532
14911,0,5670,143711.17,5,5,5,555
14912,16,27,867.85,4,2,3,423
14913,35,87,1227.43,3,4,4,344
14915,90,12,307.48,2,1,2,212
14916,70,77,1268.98,3,4,4,344
14918,115,45,1610.15,2,3,4,234
14920,212,57,977.77,1,3,4,134
14921,29,78,1316.07,4,4,4,444
14923,50,44,749.1,3,3,3,333
14924,245,10,310.05,1,1,2,112
14929,31,11,223.88,4,1,1,411
14930,108,127,2362.96,2,5,5,255
14931,4,41,1257.68,5,3,4,534
14932,365,17,363.53,1,2,2,122
14934,81,87,1890.94,2,4,4,244
14935,296,10,1784.71,1,1,4,114
14936,33,364,8137.02,3,5,5,355
14937,56,34,1621.88,3,3,4,334
14944,29,170,5900.25,4,5,5,455
14946,13,3,100.9,4,1,1,411
14947,71,14,290.82,3,1,2,312
14948,22,63,1101.97,4,4,4,444
14950,18,19,371.2,4,2,2,422
14951,78,20,311.69,2,2,2,222
14952,59,138,8099.49,3,5,5,355
14953,24,54,285.67,4,3,2,432
14954,11,77,294.85,5,4,2,542
14957,252,12,58.49,1,1,1,111
14958,146,41,483.73,2,3,2,232
14959,63,59,695.42,3,4,3,343
14960,7,27,221.27,5,2,1,521
14961,10,312,7044.68,5,5,5,555
14962,270,5,126.7,1,1,1,111
14963,9,192,1472.34,5,5,4,554
14964,246,13,206.21,1,1,1,111
14965,95,81,596.09,2,4,3,243
14966,14,36,183.02,4,3,1,431
14967,49,6,463.8,3,1,2,312
14968,29,37,147.59,4,3,1,431
14970,67,34,1592.06,3,3,4,334
14971,34,155,1097.98,3,5,4,354
14972,127,18,114.77,2,2,1,221
14973,106,32,1314.45,2,3,4,234
14974,36,17,89.94,3,2,1,321
14975,56,11,279.94,3,1,2,312
14976,56,72,790.86,3,4,3,343
14978,71,214,1921.3700000000001,3,5,4,354
14981,245,8,102.12,1,1,1,111
14984,18,39,202.37,4,3,1,431
14985,197,83,292.01,1,4,2,142
14987,15,4,326.4,4,1,2,412
14988,211,40,334.54,1,3,2,132
14995,38,60,231.98000000000002,3,4,1,341
14997,45,26,546.1999999999999,3,2,3,323
14998,169,74,414.87,2,4,2,242
15000,47,77,490.52,3,4,3,343
15002,115,115,1641.76,2,4,4,244
15004,146,154,1220.77,2,5,4,254
15005,15,1112,6295.37,4,5,5,455
15006,50,132,480.38,3,5,2,352
15007,158,12,156.91,2,1,1,211
15009,11,180,1259.43,5,5,4,554
15010,35,20,308.94,3,2,2,322
15012,53,122,405.04,3,5,2,352
15014,42,33,257.67,3,3,2,332
15016,172,20,170.04,2,2,1,221
15017,33,20,125.58,3,2,1,321
15018,38,31,496.21,3,3,3,333
15019,266,66,252.81,1,4,2,142
15021,8,444,1871.77,5,5,4,554
15022,11,121,852.39,5,5,3,553
15023,2,553,6720.41,5,5,5,555
15024,9,152,1636.43,5,5,4,554
15025,32,67,361.96,4,4,2,442
15026,79,61,469.0,2,4,2,242
15027,30,35,1066.15,4,3,4,434
15028,7,48,627.13,5,3,3,533
15030,71,7,518.28,3,1,3,313
15031,3,110,653.19,5,4,3,543
15032,255,52,4959.1,1,3,5,135
15033,4,501,2557.18,5,5,5,555
15034,15,390,4274.16,4,5,5,455
15035,89,27,252.73000000000002,2,2,2,222
15036,71,119,429.56,3,4,2,342
15038,58,125,685.74,3,5,3,353
15039,9,1477,19766.59,5,5,5,555
15041,169,66,179.93,2,4,1,241
15042,198,5,135.93,1,1,1,111
15043,30,3,537.0,4,1,3,413
15044,18,444,7634.7300000000005,4,5,5,455
15045,151,12,735.66,2,1,3,213
15046,8,201,5090.42,5,5,5,555
15047,269,22,343.62,1,2,2,122
15048,64,94,381.0,3,4,2,342
15049,273,3,121.17000000000002,1,1,1,111
15050,24,76,1737.69,4,4,4,444
15051,22,142,1383.36,4,5,4,454
15052,318,28,207.73000000000002,1,2,1,121
15053,4,69,693.95,5,4,3,543
15054,11,114,302.1,5,4,2,542
15057,274,25,1489.5,1,2,4,124
15058,24,266,2102.54,4,5,5,455
15059,40,237,1337.72,3,5,4,354
15060,7,115,294.25,5,4,2,542
15061,3,403,54534.14,5,5,5,555
15062,70,57,987.86,3,3,4,334
15063,212,5,370.79999999999995,1,1,2,112
15065,37,155,3158.13,3,5,5,355
15066,52,42,893.59,3,3,3,333
15067,77,82,1744.76,2,4,4,244
15068,45,104,553.36,3,4,3,343
15069,178,70,1109.53,2,4,4,244
15070,372,1,106.2,1,1,1,111
15071,93,26,982.07,2,2,4,224
15073,9,54,1043.4099999999999,5,3,4,534
15074,104,41,735.67,2,3,3,233
15075,77,27,773.03,2,2,3,223
15076,172,49,880.85,2,3,3,233
15078,6,440,9743.11,5,5,5,555
15079,212,47,895.61,1,3,3,133
15081,21,33,504.8,4,3,3,433
15083,256,5,88.2,1,1,1,111
15087,281,15,306.94,1,2,2,122
15088,20,57,1160.0700000000002,4,3,4,434
15089,9,145,2420.84,5,5,5,555
15090,307,23,381.32,1,2,2,122
15091,67,30,480.71,3,3,2,332
15092,214,26,457.81,1,2,2,122
15093,17,108,4597.02,4,4,5,445
15095,103,47,1370.6,2,3,4,234
15096,42,11,219.39,3,1,1,311
15097,3,25,248.08,5,2,1,521
15098,181,3,39916.5,1,1,5,115
15099,83,23,410.48,2,2,2,222
15100,333,3,876.0,1,1,3,113
15101,8,8,317.53000000000003,5,1,2,512
15103,30,35,703.36,4,3,3,433
15104,196,67,993.54,1,4,4,144
15105,17,101,2298.93,4,4,5,445
15106,17,100,1422.52,4,4,4,444
15107,310,16,319.5,1,2,2,122
15108,141,60,1300.25,2,4,4,244
15109,245,28,484.95,1,2,2,122
15110,23,35,996.1,4,3,4,434
15111,28,84,1567.48,4,4,4,444
15113,9,97,3509.43,5,4,5,545
15114,29,197,2760.56,4,5,5,455
15115,17,21,340.11,4,2,2,422
15116,17,45,1352.75,4,3,4,434
15117,14,79,1551.78,4,4,4,444
15118,133,1,244.8,2,1,1,211
15119,245,14,266.4,1,1,2,112
15120,133,21,358.82,2,2,2,222
15121,49,28,457.72,3,2,2,322
15122,113,82,1633.78,2,4,4,244
15123,6,106,2199.31,5,4,5,545
15124,22,15,184.19,4,2,1,421
15125,24,127,11528.48,4,5,5,455
15127,65,16,406.53,3,2,2,322
15128,59,102,1471.0,3,4,4,344
15129,49,84,3447.4,3,4,5,345
15130,169,22,330.11,2,2,2,222
15132,17,52,977.9300000000001,4,3,4,434
15133,127,29,982.42,2,2,4,224
15134,14,73,1387.99,4,4,4,444
15135,238,9,139.05,1,1,1,111
15136,2,68,1286.7,5,4,4,544
15139,239,13,178.95999999999998,1,1,1,111
15140,51,80,2354.25,3,4,5,345
15142,45,26,498.74,3,2,3,323
15143,225,14,259.45,1,1,2,112
15144,7,217,6580.44,5,5,5,555
15145,3,67,1194.73,5,4,4,544
15146,164,91,1327.16,2,4,4,244
15147,239,28,623.5,1,2,3,123
15148,10,20,301.29,5,2,2,522
15149,133,23,520.8,2,2,3,223
15150,16,341,5291.33,4,5,5,455
15152,9,271,4745.69,5,5,5,555
15153,30,22,329.25,4,2,2,422
15154,74,71,254.28,2,4,2,242
15156,0,55,961.49,5,3,4,534
15157,3,125,1936.07,5,5,4,554
15158,44,7,401.40000000000003,3,1,2,312
15159,1,710,18641.010000000002,5,5,5,555
15160,356,4,158.16,1,1,1,111
15163,17,29,304.46999999999997,4,2,2,422
15164,68,101,824.58,3,4,3,343
15165,372,27,487.75,1,2,3,123
15167,320,39,158.8,1,3,1,131
15168,25,5,106.56,4,1,1,411
15171,330,5,1289.5,1,1,4,114
15172,8,110,1624.05,5,4,4,544
15174,322,11,135.75,1,1,1,111
15175,71,23,224.14,3,2,1,321
15178,259,3,40.5,1,1,1,111
15179,17,93,2206.95,4,4,5,445
15180,366,6,87.5,1,1,1,111
15181,65,16,689.48,3,2,3,323
15182,153,29,622.85,2,2,3,223
15184,28,62,402.2,4,4,2,442
15185,69,21,310.62,3,2,2,322
15186,13,19,411.41,4,2,2,422
15187,1,91,4777.18,5,4,5,545
15189,0,212,16225.39,5,5,5,555
15192,119,51,1044.32,2,3,4,234
15193,60,19,499.32,3,2,3,323
15194,2,310,7616.53,5,5,5,555
15195,2,1,3861.0,5,1,5,515
15197,10,32,1079.61,5,3,4,534
15198,91,10,193.64000000000001,2,1,1,211
15199,58,13,1268.7,3,1,4,314
15201,86,69,1236.54,2,4,4,244
15203,25,142,1827.8,4,5,4,454
15204,356,9,316.58000000000004,1,1,2,112
15205,84,37,653.24,2,3,3,233
15206,9,9,420.3,5,1,2,512
15208,0,42,870.12,5,3,3,533
15210,224,20,331.18,1,2,2,122
15211,59,52,894.41,3,3,3,333
15212,240,5,101.8,1,1,1,111
15213,318,24,328.34999999999997,1,2,2,122
15214,1,110,1661.44,5,4,4,544
15215,46,35,734.94,3,3,3,333
15216,87,2,96.6,2,1,1,211
15218,10,166,5756.89,5,5,5,555
15219,175,9,305.75,2,1,2,212
15220,51,117,1778.96,3,4,4,344
15221,365,5,403.25,1,1,2,112
